LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1,ELLIPSE_X0,ELLIPSE_Y0,ELLIPSE_MAJOR,ELLIPSE_MINOR,ELLIPSE_THETA,ELLIPSE_ASPECTRATIO,AREA,PERIMETER,CIRCULARITY,SOLIDITY,SHAPE_INDEX
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1,Ellipse center x0,Ellipse center y0,Ellipse long axis,Ellipse short axis,Ellipse angle,Ellipse aspect ratio,Area,Perimeter,Circularity,Solidity,Shape index
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Ctrst ch1,SNR ch1,El. x0,El. y0,El. long axis,El. sh. axis,El. angle,El. a.r.,Area,Perim.,Circ.,Solidity,Shape index
,,,(quality),(pixel),(pixel),(pixel),(frame),,(pixel),,,(counts),(counts),(counts),(counts),(counts),(counts),,,(pixel),(pixel),(pixel),(pixel),(radians),,(pixel^2),(pixel),,,
ID4096,4096,0,445.0,455.63071161048686,105.41535580524345,0.0,2.0,2,11.901592303208291,1,,251.5924276169265,255.0,0.0,255.0,112965.0,29.31267759060967,0.9894272623909255,8.537444189179446,0.12958206324636323,-0.11960969230323151,18.856797478353016,7.986422270465626,-0.23681581407881802,2.3611069938145937,444.99999999999994,93.25278246710374,0.6430522716870866,0.9299895506792057,4.420605845370974
ID4081,4081,0,732.0,425.4111872146119,110.75479452054795,0.0,1.0,1,15.24356313052061,1,,251.52114597544337,255.0,0.0,255.0,184365.0,29.600687719021316,0.9880356507223622,8.446001313160448,-1.508149643692264,-0.3493391099545936,16.9221498393346,15.131124183966419,0.43592012134558544,1.118366992008831,730.0000000000002,140.87007076871316,0.4622695196323451,0.7688256977356506,5.213835235294418
ID4050,4050,0,647.0,522.8152594887684,88.0112316034082,0.0,4.0,4,14.334190996761443,1,,251.4418604651163,255.0,0.0,255.0,162180.0,29.934168706690148,1.0063042458362657,8.426221825028028,-0.7610614000662549,-0.47796740232350315,19.758413560302838,11.426739628503823,0.07506503438185388,1.7291383371522517,645.4999999999998,135.30499953892087,0.4430761999791953,0.8186429930247302,5.325565381334759
ID4067,4067,0,614.0,403.7328171692475,122.22344471610974,0.0,0.0,0,13.974373516324643,1,,251.25,255.0,0.0,255.0,153765.0,30.720181342805592,0.9868524403949103,8.124542154482096,-0.31639989385906486,0.20861794755905072,18.79767025230083,12.574188580365266,0.09564999687687087,1.494941016047238,613.5,120.13880591652489,0.5341433291305856,0.8296146044624746,4.850382938368444
ID4036,4036,0,760.0,609.489417989418,67.51432980599648,0.0,6.0,6,15.51264883747923,1,,252.63888888888889,255.0,0.0,255.0,190995.0,24.43969241053145,0.8906184265881363,9.739176859276638,-0.33577895057879975,-0.24459525033609011,26.022474900684205,9.894694193607661,2.8603536242020597,2.6299423096365815,755.9999999999998,128.72265083424512,0.5733524992941065,0.9397141081417025,4.681597548438879
ID4213,4213,0,761.0,561.6091464745689,80.9053700065488,0.0,5.0,5,15.589406598755584,1,,252.32634338138925,255.0,0.0,255.0,192525.0,25.99075498106178,0.9730139610794302,9.57552529877893,-1.0254532844140514,-2.2251848298414092E-5,25.979570174211624,9.721272616890701,-0.0707089199358595,2.672445388381779,763.4999999999998,146.40815402105514,0.4475982456306217,0.8511705685618726,5.298595230156389
ID4136,4136,0,416.0,489.20663469224615,96.7414068745004,0.0,3.0,3,11.521077316754745,1,,253.16105769230768,255.0,0.0,255.0,105315.0,21.602555021499008,0.9903844486949084,11.662418443505569,-0.13607962580856017,0.16758687769700978,16.912007752774716,8.251649254092635,2.93568449513407,2.049530612851332,417.0,82.16578533079536,0.7761825913453788,0.9869822485207101,4.023675818947948
