,x,y,z,micname
0,0.0,0.0,0.0,SANKEN9
1,0.593,-0.886,-0.5989999999999999,SANKEN10
2,-0.8550000000000002,0.6479999999999999,-0.565,SANKEN11
3,0.2829999999999999,0.2390000000000001,1.1540000000000001,SANKEN12
4,-3.085,1.292,1.0490000000000002,SMP1
5,-2.906,1.7209999999999999,0.3400000000000001,SMP2
6,-2.744,2.1790000000000003,1.03,SMP3
7,-2.4690000000000003,2.865,0.3390000000000002,SMP4
8,-2.277,3.599,1.034,SMP5
9,-1.3000000000000003,3.8599999999999994,1.035,SMP6
