,x,y,z
0,-5.127228553610296,0.861763742959364,1.7380333436179778
1,-5.136350665711497,0.8287228216048127,1.346571815676877
2,-5.630671595101742,0.7511657222861887,0.44456292547439946
3,-6.093688046793081,1.4281106565473973,1.70482595949652
4,-6.110397498031061,1.3973487027069207,1.395091511224387
5,-6.111473485825317,1.3521800397728443,0.9635001642448626
6,-7.300543193760623,2.0983225134407646,1.7378910270687697
7,-4.990009443780345,4.302694716370356,0.783163909086569
8,-4.00316979899924,4.343596476338548,0.09783032118857338
9,-6.039169844249328,4.017400729454067,0.2658882815836838
10,-4.924125011807973,4.546448821383689,1.9622774195287667
11,-5.630822483370218,1.1278118051047166,1.4835780674774366
12,-5.629373758114208,1.0985253039321805,1.1500609704960914
13,-6.735970701985653,1.7634632996338282,1.5443511747916185
14,-6.734324239161515,1.7348228829853873,1.1558232969639577
15,-7.417738633440562,3.209426789544733,1.7204833332088423
16,-7.007374891470815,3.4098990001966865,0.7781194150079567
17,-6.324617726708166,4.792566641172545,1.5324906695960288
