,x,y,z
0,-4.985200468863855,1.1351210689700382,1.4023674058067834
1,-4.996644155902305,1.1272861834457493,1.0384999335242764
2,-5.117634285046983,-0.93513498471875,-0.9694861842657427
3,-5.9943081154140145,1.7629593180647265,1.3646728875343217
4,-6.009008155456016,1.7196360094125116,1.0746778523857734
5,-6.017651297828369,1.6887162988813922,0.6841976180161451
6,-7.244011682087825,2.320340387109452,1.3790576127505447
7,-5.08752053611463,4.8206326433121625,0.3304464476347462
8,-4.008454602069182,5.048920616474508,-0.39190287433120896
9,-6.101981910319703,4.4788830200388405,-0.09219933819509651
10,-5.117657940801495,4.973540365132122,1.598597809056992
