,x,y,z
0,-3.5668783159265445,4.5514660115196355,-0.47832989459848796
1,-3.087038103093394,4.467248449625798,-1.0416139933222017
2,-4.4859601538181275,4.025470054367161,-0.8899738592377116
3,-3.6043691971449343,5.053401076073201,0.5136899145858953
4,-7.3497702408260785,2.4422131350885854,1.1712147366123649
5,-7.695581253200892,2.6963385411871217,0.6867288166606252
6,-7.530803983637232,4.1292159981895615,0.8034759254258228
7,-7.466486065748002,4.561362926794896,0.8324597890429863
8,-7.38335210548493,4.949652615505708,1.3915065555996233
9,-6.1761391417023,5.8395214481746684,1.2859018977096053
10,-6.113833664085543,5.756370920198225,0.9040933918848177
