,id,frame,x,y,cid,point_id
77,k1_5,13.0,525.9213483146067,283.28089887640454,1,k1_5-k2_6-k3_7
78,k1_5,14.0,529.8611111111111,262.09722222222223,1,k1_5-k2_6-k3_7
79,k1_5,15.0,534.3461538461538,242.86538461538464,1,k1_5-k2_6-k3_7
80,k1_5,16.0,539.1875,227.875,1,k1_5-k2_6-k3_7
81,k1_5,17.0,544.8214285714286,212.32142857142856,1,k1_5-k2_6-k3_7
82,k1_5,18.0,549.8064516129032,198.25806451612902,1,k1_5-k2_6-k3_7
83,k1_5,19.0,554.8974358974359,185.8974358974359,1,k1_5-k2_6-k3_7
84,k1_5,20.0,560.1818181818181,177.1818181818182,1,k1_5-k2_6-k3_7
85,k1_5,21.0,565.0,171.71428571428572,1,k1_5-k2_6-k3_7
86,k1_5,22.0,567.7843422928806,162.14759810031012,1,k1_5-k2_6-k3_7
87,k1_5,23.0,567.2142857142857,168.92857142857144,1,k1_5-k2_6-k3_7
88,k1_5,24.0,565.5882352941177,171.88235294117646,1,k1_5-k2_6-k3_7
89,k1_6,10.0,8.84,207.18666666666667,1,k1_6-k2_7-k3_6
90,k1_6,11.0,37.31818181818182,197.03409090909093,1,k1_6-k2_7-k3_6
91,k1_6,12.0,64.93181818181819,187.11363636363637,1,k1_6-k2_7-k3_6
92,k1_6,13.0,97.1372549019608,180.78431372549022,1,k1_6-k2_7-k3_6
93,k1_6,14.0,128.44,176.64,1,k1_6-k2_7-k3_6
94,k1_6,15.0,162.04166666666666,171.04166666666669,1,k1_6-k2_7-k3_6
95,k1_6,16.0,192.8,170.2,1,k1_6-k2_7-k3_6
96,k1_6,17.0,226.0,170.0,1,k1_6-k2_7-k3_6
97,k1_6,18.0,258.11764705882354,167.94117647058823,1,k1_6-k2_7-k3_6
98,k1_6,19.0,287.75,171.75,1,k1_6-k2_7-k3_6
99,k1_6,20.0,317.468709635184,173.86998157803492,1,k1_6-k2_7-k3_6
100,k1_6,21.0,344.0,180.81578947368422,1,k1_6-k2_7-k3_6
101,k1_6,22.0,369.09090909090907,184.04545454545456,1,k1_6-k2_7-k3_6
102,k1_6,23.0,393.359375,186.25,1,k1_6-k2_7-k3_6
103,k1_6,24.0,415.3720930232558,186.9186046511628,1,k1_6-k2_7-k3_6
104,k1_7,13.0,3.969230769230769,205.60000000000002,1,k1_7-k2_4-k3_5
105,k1_7,14.0,23.49462365591398,212.36559139784947,1,k1_7-k2_4-k3_5
106,k1_7,15.0,43.94736842105263,217.7236842105263,1,k1_7-k2_4-k3_5
107,k1_7,16.0,61.583333333333336,222.19791666666669,1,k1_7-k2_4-k3_5
108,k1_7,17.0,77.68,225.95999999999998,1,k1_7-k2_4-k3_5
109,k1_7,18.0,93.76923076923076,227.26923076923077,1,k1_7-k2_4-k3_5
110,k1_7,19.0,108.16216216216216,226.5135135135135,1,k1_7-k2_4-k3_5
111,k1_7,20.0,121.90322580645162,223.80645161290317,1,k1_7-k2_4-k3_5
112,k1_7,21.0,135.42857142857142,221.71428571428572,1,k1_7-k2_4-k3_5
113,k1_7,22.0,153.13333333333333,221.39999999999998,1,k1_7-k2_4-k3_5
114,k1_7,23.0,168.2264150943396,219.2641509433962,1,k1_7-k2_4-k3_5
115,k1_7,24.0,183.31578947368425,220.140350877193,1,k1_7-k2_4-k3_5
116,k1_8,14.0,10.398809523809524,336.6190476190476,1,k1_8-k2_10-k3_9
117,k1_8,15.0,60.44954128440367,322.20183486238534,1,k1_8-k2_10-k3_9
118,k1_8,18.0,220.57194244604315,280.7410071942447,1,k1_8-k2_10-k3_9
119,k1_11,18.0,12.0,50.0,1,k1_11-nan-nan
120,k1_11,19.0,17.875,49.0,1,k1_11-nan-nan
121,k1_11,20.0,24.25,48.625,1,k1_11-nan-nan
122,k1_11,21.0,29.5,48.0,1,k1_11-nan-nan
123,k1_11,22.0,32.25,47.0,1,k1_11-nan-nan
124,k1_11,23.0,34.0,47.0,1,k1_11-nan-nan
125,k1_11,24.0,35.22727272727273,46.409090909090935,1,k1_11-nan-nan
126,k1_8,19.0,268.66066066066065,267.67267267267266,1,k1_8-k2_10-k3_9
127,k1_8,24.0,427.0631578947368,223.87368421052633,1,k1_8-k2_10-k3_9
128,k1_8,16.0,113.0,307.0,1,k1_8-k2_10-k3_9
129,k1_8,17.0,168.0,293.0,1,k1_8-k2_10-k3_9
130,k1_8,20.0,313.0,256.0,1,k1_8-k2_10-k3_9
131,k1_8,21.0,349.0,248.0,1,k1_8-k2_10-k3_9
132,k1_8,22.0,382.0,237.0,1,k1_8-k2_10-k3_9
133,k1_8,23.0,407.0,228.0,1,k1_8-k2_10-k3_9
134,k1_2,18.0,16.0,53.0,1,k1_2-k2_3-nan
135,k1_2,19.0,11.0,54.0,1,k1_2-k2_3-nan
136,k1_2,20.0,7.0,58.0,1,k1_2-k2_3-nan
137,k1_2,21.0,3.0,59.0,1,k1_2-k2_3-nan
138,k1_11,17.0,3.0,52.0,1,k1_11-nan-nan
139,k2_1,0.0,314.7352941176471,296.0294117647059,2,k1_1-k2_1-k3_4
140,k2_1,1.0,327.58878504672896,299.9065420560747,2,k1_1-k2_1-k3_4
141,k2_1,2.0,340.6774193548387,301.6290322580645,2,k1_1-k2_1-k3_4
142,k2_1,3.0,349.59615384615387,304.1538461538462,2,k1_1-k2_1-k3_4
143,k2_1,4.0,358.48214285714283,307.75,2,k1_1-k2_1-k3_4
144,k2_1,5.0,367.1388888888889,309.52777777777777,2,k1_1-k2_1-k3_4
145,k2_1,6.0,372.09090909090907,310.8181818181818,2,k1_1-k2_1-k3_4
146,k2_1,7.0,376.75,311.8636363636364,2,k1_1-k2_1-k3_4
147,k2_1,8.0,380.6382978723405,310.97872340425533,2,k1_1-k2_1-k3_4
148,k2_1,9.0,384.2881355932203,309.06779661016947,2,k1_1-k2_1-k3_4
149,k2_1,10.0,387.5,305.6739130434783,2,k1_1-k2_1-k3_4
150,k2_1,11.0,389.3870967741936,300.6774193548387,2,k1_1-k2_1-k3_4
151,k2_1,12.0,387.1694915254237,293.62711864406776,2,k1_1-k2_1-k3_4
152,k2_1,13.0,385.3333333333333,286.01960784313724,2,k1_1-k2_1-k3_4
153,k2_1,14.0,383.5757575757576,278.6060606060606,2,k1_1-k2_1-k3_4
154,k2_1,15.0,378.9318181818182,270.6818181818182,2,k1_1-k2_1-k3_4
155,k2_1,16.0,373.728813559322,263.0508474576271,2,k1_1-k2_1-k3_4
156,k2_1,17.0,369.0980392156863,254.2549019607843,2,k1_1-k2_1-k3_4
157,k2_1,18.0,362.0,245.8888888888889,2,k1_1-k2_1-k3_4
158,k2_1,19.0,353.34090909090907,237.75,2,k1_1-k2_1-k3_4
159,k2_1,20.0,345.25,229.8,2,k1_1-k2_1-k3_4
160,k2_1,21.0,336.4166666666667,222.69444444444446,2,k1_1-k2_1-k3_4
161,k2_1,22.0,327.4871794871795,216.9230769230769,2,k1_1-k2_1-k3_4
162,k2_1,23.0,318.45,211.35000000000002,2,k1_1-k2_1-k3_4
163,k2_1,24.0,310.0,207.0,2,k1_1-k2_1-k3_4
164,k2_2,0.0,24.423076923076923,166.0769230769231,2,nan-k2_2-nan
165,k2_2,1.0,26.09090909090909,162.29545454545456,2,nan-k2_2-nan
166,k2_2,2.0,24.225806451612904,157.5483870967742,2,nan-k2_2-nan
167,k2_2,3.0,23.563636363636363,156.2,2,nan-k2_2-nan
168,k2_2,4.0,21.0,150.9111111111111,2,nan-k2_2-nan
169,k2_2,5.0,16.75,146.5,2,nan-k2_2-nan
170,k2_2,6.0,9.885245901639344,143.22950819672133,2,nan-k2_2-nan
171,k2_2,7.0,6.371794871794871,141.34615384615392,2,nan-k2_2-nan
172,k2_2,8.0,2.9696969696969697,137.15151515151513,2,nan-k2_2-nan
173,k2_3,0.0,81.5,150.5,2,k1_2-k2_3-nan
174,k2_3,1.0,76.0,153.0,2,k1_2-k2_3-nan
175,k2_3,2.0,70.62269372693727,155.46554156718037,2,k1_2-k2_3-nan
176,k2_3,3.0,65.24538745387454,157.93108313436073,2,k1_2-k2_3-nan
177,k2_3,4.0,59.86808118081181,160.3966247015411,2,k1_2-k2_3-nan
178,k2_3,5.0,53.0,163.0,2,k1_2-k2_3-nan
179,k2_4,0.0,14.59722222222222,456.76388888888886,2,k1_7-k2_4-k3_5
180,k2_4,1.0,39.41428571428571,446.12857142857143,2,k1_7-k2_4-k3_5
181,k2_4,2.0,61.23376623376623,436.012987012987,2,k1_7-k2_4-k3_5
182,k2_4,3.0,83.6958448626324,425.7259153431061,2,k1_7-k2_4-k3_5
183,k2_4,4.0,107.5686274509804,423.8235294117647,2,k1_7-k2_4-k3_5
184,k2_4,5.0,127.6875,417.96875,2,k1_7-k2_4-k3_5
185,k2_4,6.0,146.81521739130434,414.3152173913044,2,k1_7-k2_4-k3_5
186,k2_4,7.0,165.74242424242425,410.07575757575756,2,k1_7-k2_4-k3_5
187,k2_4,8.0,183.1711711711712,405.07207207207205,2,k1_7-k2_4-k3_5
188,k2_4,9.0,199.25,399.3173076923077,2,k1_7-k2_4-k3_5
189,k2_4,10.0,212.88571428571427,395.1,2,k1_7-k2_4-k3_5
190,k2_4,11.0,225.6025641025641,390.85897435897436,2,k1_7-k2_4-k3_5
191,k2_4,12.0,236.7282608695652,385.4021739130435,2,k1_7-k2_4-k3_5
192,k2_4,13.0,246.27848101265823,380.24050632911394,2,k1_7-k2_4-k3_5
193,k2_4,14.0,253.65,376.075,2,k1_7-k2_4-k3_5
194,k2_4,15.0,259.20454545454544,371.1136363636364,2,k1_7-k2_4-k3_5
195,k2_4,16.0,262.8636363636364,366.1136363636364,2,k1_7-k2_4-k3_5
196,k2_4,17.0,265.1864406779661,362.96610169491527,2,k1_7-k2_4-k3_5
197,k2_4,18.0,265.3333333333333,356.84444444444443,2,k1_7-k2_4-k3_5
198,k2_4,19.0,265.76363636363635,350.4545454545455,2,k1_7-k2_4-k3_5
199,k2_4,20.0,266.0508474576271,342.7627118644068,2,k1_7-k2_4-k3_5
200,k2_4,21.0,267.2179487179488,334.974358974359,2,k1_7-k2_4-k3_5
201,k2_4,22.0,268.7826086956522,327.82608695652175,2,k1_7-k2_4-k3_5
202,k2_4,23.0,272.94736842105266,320.5,2,k1_7-k2_4-k3_5
203,k2_4,24.0,277.47058823529414,314.2941176470588,2,k1_7-k2_4-k3_5
204,k2_5,1.0,406.44444444444446,208.66666666666669,2,k1_3-k2_5-k3_1
205,k2_5,2.0,406.44444444444446,208.66666666666669,2,k1_3-k2_5-k3_1
206,k2_5,3.0,398.1666666666667,210.83333333333331,2,k1_3-k2_5-k3_1
207,k2_5,4.0,394.5,212.0,2,k1_3-k2_5-k3_1
208,k2_5,5.0,390.7208205362388,213.1260861339606,2,k1_3-k2_5-k3_1
209,k2_5,6.0,386.0,217.0,2,k1_3-k2_5-k3_1
210,k2_5,7.0,381.38461538461536,219.61538461538464,2,k1_3-k2_5-k3_1
211,k2_5,8.0,376.0,223.5,2,k1_3-k2_5-k3_1
212,k2_5,9.0,370.11764705882354,227.41176470588238,2,k1_3-k2_5-k3_1
213,k2_5,10.0,364.3571428571428,230.85714285714278,2,k1_3-k2_5-k3_1
214,k2_5,11.0,357.5,235.0,2,k1_3-k2_5-k3_1
215,k2_5,12.0,350.3076923076923,238.80769230769232,2,k1_3-k2_5-k3_1
216,k2_5,13.0,342.7368421052632,241.94736842105266,2,k1_3-k2_5-k3_1
217,k2_5,14.0,334.6666666666667,244.8888888888889,2,k1_3-k2_5-k3_1
218,k2_5,15.0,326.1428571428572,246.92857142857144,2,k1_3-k2_5-k3_1
219,k2_5,16.0,318.0,248.0,2,k1_3-k2_5-k3_1
220,k2_5,17.0,309.2142857142857,248.35714285714278,2,k1_3-k2_5-k3_1
221,k2_5,18.0,300.625,248.25,2,k1_3-k2_5-k3_1
222,k2_5,19.0,293.2857142857143,248.14285714285717,2,k1_3-k2_5-k3_1
223,k2_5,20.0,285.3333333333333,248.1111111111111,2,k1_3-k2_5-k3_1
224,k2_5,21.0,277.6666666666667,247.66666666666669,2,k1_3-k2_5-k3_1
225,k2_5,22.0,272.0,247.5,2,k1_3-k2_5-k3_1
226,k2_5,23.0,265.5,247.5,2,k1_3-k2_5-k3_1
227,k2_5,24.0,259.6666666666667,247.8888888888889,2,k1_3-k2_5-k3_1
228,k2_6,3.0,636.5555555555555,470.1333333333333,2,k1_5-k2_6-k3_7
229,k2_6,4.0,623.6081081081081,455.47297297297297,2,k1_5-k2_6-k3_7
230,k2_6,5.0,609.68,439.22,2,k1_5-k2_6-k3_7
231,k2_6,6.0,597.6623376623377,425.4415584415584,2,k1_5-k2_6-k3_7
232,k2_6,7.0,586.0895522388059,410.4029850746269,2,k1_5-k2_6-k3_7
233,k2_6,8.0,575.3243243243244,395.3378378378378,2,k1_5-k2_6-k3_7
234,k2_6,9.0,565.1929824561404,379.2280701754386,2,k1_5-k2_6-k3_7
235,k2_6,10.0,556.2156862745098,363.8235294117647,2,k1_5-k2_6-k3_7
236,k2_6,11.0,547.6415094339623,348.35849056603774,2,k1_5-k2_6-k3_7
237,k2_6,12.0,539.439393939394,332.71212121212125,2,k1_5-k2_6-k3_7
238,k2_6,13.0,531.3636363636364,316.97727272727275,2,k1_5-k2_6-k3_7
239,k2_6,14.0,524.0625,301.125,2,k1_5-k2_6-k3_7
240,k2_6,15.0,517.5454545454545,285.8409090909091,2,k1_5-k2_6-k3_7
241,k2_6,16.0,511.65,271.9,2,k1_5-k2_6-k3_7
242,k2_6,17.0,506.4339622641509,258.377358490566,2,k1_5-k2_6-k3_7
243,k2_6,18.0,501.4375,244.3125,2,k1_5-k2_6-k3_7
244,k2_6,19.0,497.06666666666666,231.33333333333331,2,k1_5-k2_6-k3_7
245,k2_6,20.0,493.04,220.24,2,k1_5-k2_6-k3_7
246,k2_6,21.0,488.73333333333335,210.93333333333334,2,k1_5-k2_6-k3_7
247,k2_6,22.0,482.86881326598416,199.18015244699376,2,k1_5-k2_6-k3_7
248,k2_6,23.0,480.0,200.0,2,k1_5-k2_6-k3_7
249,k2_6,24.0,472.5,198.0,2,k1_5-k2_6-k3_7
250,k2_7,4.0,292.6194690265487,504.3008849557522,2,k1_6-k2_7-k3_6
251,k2_7,5.0,295.92424242424244,484.6515151515151,2,k1_6-k2_7-k3_6
252,k2_7,6.0,298.5425531914894,465.5531914893617,2,k1_6-k2_7-k3_6
253,k2_7,7.0,301.39130434782606,447.45652173913044,2,k1_6-k2_7-k3_6
254,k2_7,8.0,304.04651162790697,430.9651162790698,2,k1_6-k2_7-k3_6
255,k2_7,9.0,306.69444444444446,413.19444444444446,2,k1_6-k2_7-k3_6
256,k2_7,10.0,308.5806451612903,394.0806451612903,2,k1_6-k2_7-k3_6
257,k2_7,11.0,310.6794871794872,375.94871794871796,2,k1_6-k2_7-k3_6
258,k2_7,12.0,313.3707865168539,357.4606741573034,2,k1_6-k2_7-k3_6
259,k2_7,13.0,318.60869565217394,340.3695652173913,2,k1_6-k2_7-k3_6
260,k2_7,14.0,328.0,324.5,2,k1_6-k2_7-k3_6
261,k2_7,15.0,336.8775510204082,311.8775510204082,2,k1_6-k2_7-k3_6
262,k2_7,16.0,347.85185185185185,301.9259259259259,2,k1_6-k2_7-k3_6
263,k2_7,17.0,361.1590909090909,293.0909090909091,2,k1_6-k2_7-k3_6
264,k2_7,18.0,374.4,284.57142857142856,2,k1_6-k2_7-k3_6
265,k2_7,19.0,386.6388888888889,277.9444444444444,2,k1_6-k2_7-k3_6
266,k2_7,20.0,398.2105263157895,273.8947368421052,2,k1_6-k2_7-k3_6
267,k2_7,21.0,408.5882352941176,270.97058823529414,2,k1_6-k2_7-k3_6
268,k2_7,22.0,418.0857142857143,267.2571428571428,2,k1_6-k2_7-k3_6
269,k2_7,23.0,426.8095238095238,262.76190476190476,2,k1_6-k2_7-k3_6
270,k2_7,24.0,435.5,257.5,2,k1_6-k2_7-k3_6
271,k2_3,7.0,41.0,164.5,2,k1_2-k2_3-nan
272,k2_3,8.0,34.5,165.0,2,k1_2-k2_3-nan
273,k2_3,9.0,27.875,164.875,2,k1_2-k2_3-nan
274,k2_3,10.0,21.5,164.0,2,k1_2-k2_3-nan
275,k2_3,11.0,15.133745215925517,163.1943934793456,2,k1_2-k2_3-nan
276,k2_3,12.0,11.5,161.66666666666669,2,k1_2-k2_3-nan
277,k2_9,9.0,377.5,305.5,2,nan-k2_9-nan
278,k2_10,12.0,463.258064516129,509.0,2,k1_8-k2_10-k3_9
279,k2_10,13.0,475.09090909090907,493.0505050505051,2,k1_8-k2_10-k3_9
280,k2_10,14.0,487.8148148148149,473.77777777777777,2,k1_8-k2_10-k3_9
281,k2_10,15.0,499.212962962963,454.6666666666667,2,k1_8-k2_10-k3_9
282,k2_10,16.0,509.5979381443299,435.21649484536084,2,k1_8-k2_10-k3_9
283,k2_10,17.0,517.6470588235294,417.0220588235294,2,k1_8-k2_10-k3_9
284,k2_10,18.0,522.8888888888889,399.92063492063494,2,k1_8-k2_10-k3_9
285,k2_10,19.0,526.7101449275362,383.4347826086956,2,k1_8-k2_10-k3_9
286,k2_10,20.0,528.7272727272727,368.35064935064935,2,k1_8-k2_10-k3_9
287,k2_10,21.0,528.25,354.8611111111111,2,k1_8-k2_10-k3_9
288,k2_10,22.0,526.4262295081967,340.983606557377,2,k1_8-k2_10-k3_9
289,k2_10,23.0,524.0731707317074,326.780487804878,2,k1_8-k2_10-k3_9
290,k2_10,24.0,520.3333333333334,316.42857142857144,2,k1_8-k2_10-k3_9
291,k2_11,21.0,350.5,511.2,2,nan-k2_11-k3_10
292,k2_11,22.0,351.7894736842105,497.3333333333333,2,nan-k2_11-k3_10
293,k2_11,23.0,352.2207792207792,478.9090909090909,2,nan-k2_11-k3_10
294,k2_11,24.0,349.87179487179486,462.53846153846155,2,nan-k2_11-k3_10
295,k2_12,24.0,3.3225806451612905,182.29032258064518,2,nan-k2_12-nan
296,k2_3,6.0,49.0,164.0,2,k1_2-k2_3-nan
297,k2_3,13.0,9.0,159.0,2,k1_2-k2_3-nan
298,k2_3,14.0,2.0,159.0,2,k1_2-k2_3-nan
299,k3_1,0.0,321.0,243.0,3,k1_3-k2_5-k3_1
300,k3_1,1.0,318.0,243.5,3,k1_3-k2_5-k3_1
301,k3_1,2.0,315.5,243.0,3,k1_3-k2_5-k3_1
302,k3_1,3.0,312.8,244.39999999999998,3,k1_3-k2_5-k3_1
303,k3_1,4.0,310.0,245.0,3,k1_3-k2_5-k3_1
304,k3_1,5.0,306.8333333333333,246.16666666666669,3,k1_3-k2_5-k3_1
305,k3_1,6.0,303.3333333333333,248.66666666666669,3,k1_3-k2_5-k3_1
306,k3_1,7.0,300.3333333333333,251.33333333333331,3,k1_3-k2_5-k3_1
307,k3_1,8.0,296.0,254.71428571428572,3,k1_3-k2_5-k3_1
308,k3_1,9.0,291.1111111111111,258.33333333333337,3,k1_3-k2_5-k3_1
309,k3_1,10.0,286.0833333333333,261.875,3,k1_3-k2_5-k3_1
310,k3_1,11.0,279.3157894736842,266.2631578947369,3,k1_3-k2_5-k3_1
311,k3_1,12.0,272.4782608695652,270.6086956521739,3,k1_3-k2_5-k3_1
312,k3_1,13.0,265.0,274.0,3,k1_3-k2_5-k3_1
313,k3_1,14.0,256.8965517241379,277.7586206896551,3,k1_3-k2_5-k3_1
314,k3_1,15.0,247.7692307692308,280.3076923076923,3,k1_3-k2_5-k3_1
315,k3_1,16.0,239.0,281.7142857142857,3,k1_3-k2_5-k3_1
316,k3_1,17.0,229.3,282.35,3,k1_3-k2_5-k3_1
317,k3_1,18.0,220.625,282.25,3,k1_3-k2_5-k3_1
318,k3_1,19.0,212.3333333333333,281.875,3,k1_3-k2_5-k3_1
319,k3_1,20.0,204.8571428571429,281.1714285714286,3,k1_3-k2_5-k3_1
320,k3_1,21.0,196.5,279.7142857142857,3,k1_3-k2_5-k3_1
321,k3_1,22.0,190.6,278.65,3,k1_3-k2_5-k3_1
322,k3_1,23.0,184.69230769230768,277.0,3,k1_3-k2_5-k3_1
323,k3_1,24.0,180.6206896551724,275.9655172413793,3,k1_3-k2_5-k3_1
324,k3_4,0.0,393.2142857142857,225.1020408163265,3,k1_1-k2_1-k3_4
325,k3_4,1.0,395.5894736842105,236.7157894736842,3,k1_1-k2_1-k3_4
326,k3_4,2.0,402.9285714285714,244.8642857142857,3,k1_1-k2_1-k3_4
327,k3_4,3.0,406.29357798165137,255.63302752293578,3,k1_1-k2_1-k3_4
328,k3_4,4.0,407.4339622641509,265.67924528301876,3,k1_1-k2_1-k3_4
329,k3_4,5.0,408.8474576271187,272.01694915254234,3,k1_1-k2_1-k3_4
330,k3_4,6.0,407.95,279.975,3,k1_1-k2_1-k3_4
331,k3_4,7.0,406.030303030303,285.1515151515151,3,k1_1-k2_1-k3_4
332,k3_4,8.0,404.8888888888889,288.9111111111111,3,k1_1-k2_1-k3_4
333,k3_4,9.0,402.6875,290.546875,3,k1_1-k2_1-k3_4
334,k3_4,10.0,399.9514563106796,292.2718446601941,3,k1_1-k2_1-k3_4
335,k3_4,11.0,395.9382716049383,286.41975308641975,3,k1_1-k2_1-k3_4
336,k3_4,12.0,388.325,282.175,3,k1_1-k2_1-k3_4
337,k3_4,13.0,381.741935483871,276.7741935483871,3,k1_1-k2_1-k3_4
338,k3_4,14.0,373.9264705882353,269.5294117647059,3,k1_1-k2_1-k3_4
