,id,frame,row,col,t,state,generation,root,parent,dummy,area,solidity,axis_major_length,eccentricity,orientation,axis_minor_length
1839,113.0,237.0,358.05263157894734,343.36842105263156,237,5,0,113,113,False,19.0,0.95,7.707126822923653,0.9200259669547517,1.5266635078024924,3.020094660542852
1840,113.0,238.0,356.05,327.85,238,5,0,113,113,False,20.0,1.0,7.731010827707835,0.9103928087251936,1.5198371430544597,3.198667157092813
1841,113.0,239.0,353.0,312.14285714285717,239,5,0,113,113,False,7.0,0.7,5.007113214964761,0.9098501715950021,1.4597553758421566,2.0776362421189307
1842,113.0,240.0,350.25531914893617,298.1276595744681,240,5,0,113,113,False,47.0,0.9038461538461539,11.013209962637223,0.8679587353223059,1.3860484212602375,5.469560060962011
1843,113.0,241.0,346.25531914893617,284.36170212765956,241,5,0,113,113,False,47.0,0.9038461538461539,10.960759167777761,0.8616715179973394,1.262965362195543,5.562217513901388
1844,113.0,242.0,342.05882352941177,269.3529411764706,242,5,0,113,113,False,17.0,1.0,6.585670706008097,0.8757267355038014,1.4956106127913293,3.1796084995103278
1845,113.0,243.0,338.4761904761905,256.64285714285717,243,5,0,113,113,False,42.0,0.9545454545454546,9.442869221227648,0.8005603411528528,1.3040571363781448,5.6586596900301025
1846,113.0,244.0,335.030303030303,245.3939393939394,244,5,0,113,113,False,33.0,0.9705882352941176,8.182925699882144,0.7861914851696968,1.4085739491290057,5.056908710331364
1847,113.0,245.0,331.90909090909093,234.33333333333334,245,5,0,113,113,False,33.0,0.9705882352941176,8.551801057103994,0.8207724407276425,1.3359050761155555,4.885261549402391
1848,113.0,246.0,329.3125,223.5625,246,5,0,113,113,False,32.0,0.9696969696969697,8.2134264298561,0.794152134373996,1.4597091523052632,4.991455326990446
1849,113.0,247.0,327.77777777777777,214.11111111111111,247,5,0,113,113,False,18.0,0.9473684210526315,5.96570925226535,0.7610136145622335,1.4645803165405256,3.8701698091948753
1850,113.0,248.0,327.22222222222223,205.11111111111111,248,5,0,113,113,False,18.0,0.9473684210526315,5.96570925226535,0.7610136145622338,-1.4645803165405256,3.8701698091948735
1851,113.0,249.0,327.94444444444446,195.94444444444446,249,5,0,113,113,False,36.0,0.972972972972973,9.103873591394,0.838733221356799,-1.3825877949760246,4.9574464954627295
1852,113.0,250.0,330.5263157894737,185.8421052631579,250,5,0,113,113,False,19.0,1.0,6.017518285455349,0.7584691145965126,-1.2490457723982547,3.921670738988875
1853,113.0,251.0,334.3157894736842,175.8421052631579,251,5,0,113,113,False,19.0,0.9047619047619048,6.284436667192955,0.7886109788392752,-1.0844043030186183,3.864252653984292
1854,113.0,252.0,339.32142857142856,165.10714285714286,252,5,0,113,113,False,28.0,0.9655172413793104,8.148722548812161,0.8482950818574737,-0.9345220247216609,4.314942524037321
1855,113.0,253.0,345.0769230769231,154.73076923076923,253,5,0,113,113,False,26.0,0.9285714285714286,8.155186038429486,0.8667245502715479,-0.9830852577793583,4.067701453705102
1856,113.0,254.0,352.3783783783784,142.32432432432432,254,5,0,113,113,False,37.0,0.9487179487179487,9.185198073970197,0.8330379627125997,-1.0896981524921867,5.081396960574271
1857,113.0,255.0,358.11764705882354,129.6764705882353,255,5,0,113,113,False,34.0,0.9444444444444444,10.223769069489625,0.9083357618177901,-1.264374943383277,4.276006851615433
1858,113.0,256.0,362.8888888888889,115.68888888888888,256,5,0,113,113,False,45.0,0.9782608695652174,11.511521717064987,0.9021182163705231,-1.3618180646697196,4.96709454826142
1859,113.0,257.0,365.7464788732394,102.16901408450704,257,5,0,113,113,False,71.0,0.9342105263157895,13.684832389852305,0.8738961592045246,-1.5013103342389804,6.652370059541207
1860,113.0,258.0,368.3076923076923,86.8076923076923,258,5,0,113,113,False,52.0,0.9285714285714286,11.342079160084817,0.8569428767354742,-1.5645325602800837,5.84583684118082
1861,113.0,259.0,370.5217391304348,71.28985507246377,259,5,0,113,113,False,69.0,0.92,14.391529124102483,0.9021580248061578,-1.3843266817061577,6.2085880342097655
1862,113.0,260.0,374.0326086956522,54.67391304347826,260,5,0,113,113,False,92.0,0.9019607843137255,17.26240322195407,0.9109190594322274,-1.2719668796264403,7.122210410219114
1863,113.0,261.0,379.30555555555554,37.333333333333336,261,5,0,113,113,False,72.0,0.9473684210526315,14.705748793398453,0.9050037477508671,-1.1497178274329876,6.255878367891677
1864,113.0,262.0,386.67105263157896,20.105263157894736,262,5,0,113,113,False,76.0,0.95,15.160727412787942,0.9057215232969206,-1.0437056703160679,6.426226625047542
1865,113.0,263.0,395.775,5.258333333333334,263,5,0,113,113,False,120.0,0.9230769230769231,16.968709855250946,0.824806629343296,-0.8660897547749767,9.594361611759187
1866,114.0,235.0,220.66666666666666,552.0,235,5,0,114,114,False,3.0,0.75,3.677088528342677,0.97372313034591,-1.079399465171232,0.8374020402130087
1867,114.0,236.0,222.6,559.4,236,5,0,114,114,False,5.0,0.8333333333333334,4.2075668058156825,0.9182452525973078,-1.3005865766596045,1.6662477530661568
1868,114.0,237.0,219.5,554.0,237,5,0,114,114,False,2.0,1.0,2.0,1.0,0.0,0.0
1869,115.0,237.0,215.0,553.75,237,5,0,115,115,False,4.0,1.0,2.8284271247461903,0.7905694150420949,0.0,1.7320508075688772
1870,116.0,239.0,365.42411101474414,605.3807458803122,239,5,0,116,116,False,1153.0,0.9513201320132013,70.97796593644517,0.955600827296723,-1.3083933334489937,20.91467375315099
1871,117.0,247.0,314.44444444444446,410.77777777777777,247,5,0,117,117,False,9.0,1.0,5.274258481434536,0.9294403032006735,-1.488221988087583,1.946056459258261
1872,118.0,247.0,264.0,526.0,247,5,0,118,118,False,1.0,1.0,0.0,0.0,-0.7853981633974483,0.0
1873,119.0,248.0,317.625,399.5625,248,5,0,119,119,False,16.0,0.8888888888888888,5.712563609200563,0.7745815606215053,-1.3811359061886261,3.613048160603099
1874,119.0,249.0,319.1666666666667,390.375,249,5,0,119,119,False,24.0,0.8,7.93469055118398,0.8604464994882745,1.462689955583179,4.043048529576069
1875,119.0,250.0,319.3636363636364,380.0,250,5,0,119,119,False,11.0,0.8461538461538461,5.393598899705936,0.8790490729915326,1.5707963267948966,2.5712973861329003
1876,119.0,251.0,319.44444444444446,371.4074074074074,251,5,0,119,119,False,27.0,0.9642857142857143,8.172165640169155,0.8644251978912605,-1.5245505603754232,4.108649860257362
1877,119.0,252.0,318.5652173913044,360.9130434782609,252,5,0,119,119,False,23.0,0.9583333333333334,7.0786221656291595,0.8212433457062593,1.5061765754098406,4.038906779267536
1878,119.0,253.0,316.15384615384613,352.0,253,5,0,119,119,False,13.0,1.0,5.203549084703927,0.8064425896179158,1.5707963267948966,3.076923076923077
1879,119.0,254.0,314.4074074074074,343.0740740740741,254,5,0,119,119,False,27.0,0.9,7.625925279988541,0.7942138021207733,1.5029785759731984,4.633805106975946
1880,119.0,255.0,312.5769230769231,334.0769230769231,255,5,0,119,119,False,26.0,0.9629629629629629,8.161659670045724,0.8719507003522821,1.3992057649473424,3.9958970316005233
1881,119.0,256.0,309.75,324.0833333333333,256,5,0,119,119,False,12.0,0.9230769230769231,5.294328785763617,0.8412668804818468,1.4863803757893361,2.862220279862641
1882,119.0,257.0,307.4,315.8,257,5,0,119,119,False,5.0,1.0,3.098386676965933,0.816496580927726,-1.2490457723982544,1.7888543819998317
1883,119.0,258.0,305.27542438541246,306.9952844279185,258,5,0,119,119,True,10.5,0.9705882352941176,4.212602807565781,0.7641302686235538,0.0,2.7652558843868866
1884,119.0,259.0,303.6875,297.0625,259,5,0,119,119,False,16.0,0.9411764705882353,5.326818938165629,0.7117639563193815,1.2490457723982544,3.7416573867739418
1885,119.0,260.0,301.0,289.0,260,5,0,119,119,False,23.0,1.0,6.014475292448898,0.5883484054145521,1.5707963267948966,4.86335007099463
1886,119.0,261.0,299.42105263157896,280.57894736842104,261,5,0,119,119,False,19.0,0.95,6.007929625764467,0.7554628024471173,1.4733643669504606,3.9363446638591837
1887,119.0,262.0,297.3076923076923,271.6923076923077,262,5,0,119,119,False,26.0,0.9285714285714286,7.324911493695528,0.7818673733169695,1.3060319059201344,4.566677933593755
1888,119.0,263.0,294.3809523809524,263.1666666666667,263,5,0,119,119,False,42.0,0.9130434782608695,10.251876054800833,0.8429591238250714,1.5537898851521241,5.515279841804813
1889,119.0,264.0,290.8536585365854,256.5243902439024,264,5,0,119,119,False,82.0,0.9111111111111111,11.641607471528776,0.5208901093004757,-0.7327886455967306,9.937552540425507
1890,119.0,265.0,289.6060606060606,246.5151515151515,265,5,0,119,119,False,33.0,0.8461538461538461,8.192369544327885,0.773070849348126,1.2508772660383718,5.196581263012246
1891,119.0,266.0,286.55555555555554,238.55555555555554,266,5,0,119,119,False,45.0,0.9375,9.0355716578418,0.7015513569574485,1.369770517621193,6.438919116117803
1892,119.0,267.0,283.8857142857143,230.25714285714287,267,5,0,119,119,False,35.0,0.9722222222222222,7.288823871282815,0.5424919660769967,0.8314087902862832,6.1230565964738455
1893,119.0,268.0,281.7027027027027,222.51351351351352,268,5,0,119,119,False,37.0,0.8409090909090909,7.7546000941772135,0.5944887216412564,1.1074786781509431,6.235504554033703
1894,119.0,269.0,279.04545454545456,214.86363636363637,269,5,0,119,119,False,44.0,0.9166666666666666,8.686649075584151,0.6655854746858578,1.3053354162242452,6.48303410012921
1895,119.0,270.0,277.125,207.33333333333334,270,5,0,119,119,False,24.0,1.0,6.081140986576509,0.5849866175853743,1.228626551589169,4.932066489508719
1896,119.0,271.0,275.4,200.2,271,5,0,119,119,False,5.0,1.0,3.098386676965933,0.816496580927726,1.2490457723982544,1.7888543819998317
1897,119.0,272.0,274.4,194.2,272,5,0,119,119,False,5.0,1.0,3.098386676965933,0.816496580927726,1.2490457723982544,1.7888543819998317
1898,119.0,273.0,273.5844155844156,188.97402597402598,273,5,0,119,119,False,77.0,0.8850574712643678,16.44257342762866,0.9267829463160705,0.4134536637590446,6.175787030471185
1899,119.0,274.0,273.5,184.0,274,5,0,119,119,False,2.0,1.0,2.0,1.0,0.0,0.0
1900,119.0,275.0,272.99901192382595,178.27639966906725,275,5,0,119,119,True,6.5,0.984375,2.9317107637756217,0.9602663667520205,0.0658524203076187,0.8198112205002744
1901,119.0,276.0,272.4980238476519,172.5527993381345,276,5,0,119,119,True,11.0,0.96875,3.8634215275512434,0.920532733504041,0.1317048406152374,1.6396224410005489
1902,119.0,277.0,271.99703577147784,166.82919900720174,277,5,0,119,119,True,15.5,0.953125,4.7951322913268655,0.8807991002560615,0.1975572609228561,2.459433661500823
1903,119.0,278.0,271.4960476953038,161.10559867626898,278,5,0,119,119,True,20.0,0.9375,5.726843055102487,0.8410654670080819,0.2634096812304748,3.2792448820010978
1904,119.0,279.0,270.99505961912973,155.38199834533623,279,5,0,119,119,True,24.5,0.921875,6.658553818878108,0.8013318337601024,0.32926210153809354,4.099056102501372
1905,119.0,280.0,284.13793103448273,174.6206896551724,280,5,0,119,119,False,29.0,0.90625,7.59026458265373,0.7615982005121229,0.3951145218457122,4.918867323001646
1906,119.0,281.0,288.3333333333333,176.33333333333334,281,5,0,119,119,False,3.0,1.0,2.3094010767585034,0.816496580927726,-0.7853981633974483,1.3333333333333333
1907,119.0,282.0,291.9186679707484,178.2029874638456,282,5,0,119,119,True,5.666666666666666,0.9722222222222222,2.8729340511723356,0.7103075865291404,-0.41634859079941805,2.045178830000338
1908,119.0,283.0,295.5040026081635,180.07264159435786,283,5,0,119,119,True,8.333333333333332,0.9444444444444444,3.4364670255861673,0.6041185921305546,-0.04729901820138782,2.7570243266673433
1909,119.0,284.0,301.45454545454544,184.63636363636363,284,5,0,119,119,False,11.0,0.9166666666666666,3.9999999999999996,0.49792959773196893,0.3217505543966423,3.468869823334348
1910,119.0,285.0,306.1,188.95,285,5,0,119,119,False,20.0,0.9523809523809523,5.215361924162119,0.3929526239966879,1.1071487177940904,4.795831523312719
