,0,1,2,micname
0,0.0,0.0,0.0,SANKEN9
1,-0.954415,0.44225400000000004,-0.6008830000000001,SANKEN10
2,1.047863,-0.16510800000000003,-0.5512949999999999,SANKEN11
3,-0.11331500000000005,-0.2990189999999999,1.154622,SANKEN12
4,3.314603,0.429079,1.002094,SMP1
5,3.3495150000000002,-0.03554799999999991,0.31197600000000003,SMP2
6,3.446107,-0.526484,1.026973,SMP3
7,3.577427,-1.2785650000000002,0.384251,SMP4
8,3.750332,-1.949196,1.100717,SMP5
9,3.039904,-2.6204859999999996,1.140701,SMP6
